Channel,Fiber distance (m),Northing (m),Easting (m),Depth (m)
1187,1215.8897,4263468.34,334646.7,-624.43
1188,1216.9146,4263468.34,334646.7,-623.4
1189,1217.9395,4263468.34,334646.71,-622.38
1190,1218.9644,4263468.34,334646.72,-621.35
1191,1219.9893,4263468.34,334646.73,-620.33
1192,1221.0142,4263468.34,334646.73,-619.3
1193,1222.0392,4263468.34,334646.74,-618.28
1194,1223.0641,4263468.34,334646.75,-617.25
1195,1224.089,4263468.34,334646.75,-616.23
1196,1225.1139,4263468.34,334646.76,-615.2
1197,1226.1388,4263468.34,334646.77,-614.18
1198,1227.1637,4263468.34,334646.78,-613.15
1199,1228.1886,4263468.33,334646.79,-612.13
1200,1229.2135,4263468.33,334646.8,-611.1
1201,1230.2384,4263468.33,334646.8,-610.08
1202,1231.2633,4263468.33,334646.81,-609.05
1203,1232.2882,4263468.32,334646.82,-608.03
1204,1233.3131,4263468.32,334646.83,-607
1205,1234.338,4263468.32,334646.85,-605.98
1206,1235.3629,4263468.32,334646.86,-604.95
1207,1236.3878,4263468.31,334646.87,-603.93
1208,1237.4127,4263468.31,334646.88,-602.9
1209,1238.4376,4263468.31,334646.89,-601.88
1210,1239.4625,4263468.3,334646.9,-600.85
1211,1240.4874,4263468.3,334646.92,-599.83
1212,1241.5123,4263468.3,334646.93,-598.81
1213,1242.5372,4263468.29,334646.94,-597.78
1214,1243.5621,4263468.29,334646.95,-596.76
1215,1244.587,4263468.29,334646.96,-595.73
1216,1245.6119,4263468.28,334646.97,-594.71
1217,1246.6368,4263468.28,334646.99,-593.68
1218,1247.6617,4263468.28,334647,-592.66
1219,1248.6867,4263468.27,334647.01,-591.63
1220,1249.7116,4263468.27,334647.03,-590.61
1221,1250.7365,4263468.26,334647.04,-589.58
1222,1251.7614,4263468.26,334647.05,-588.56
1223,1252.7863,4263468.26,334647.07,-587.53
1224,1253.8112,4263468.25,334647.08,-586.51
1225,1254.8361,4263468.25,334647.09,-585.48
1226,1255.861,4263468.25,334647.11,-584.46
1227,1256.8859,4263468.25,334647.12,-583.43
1228,1257.9108,4263468.24,334647.14,-582.41
1229,1258.9357,4263468.24,334647.15,-581.38
1230,1259.9606,4263468.24,334647.17,-580.36
1231,1260.9855,4263468.24,334647.18,-579.33
1232,1262.0104,4263468.24,334647.2,-578.31
1233,1263.0353,4263468.24,334647.21,-577.29
1234,1264.0602,4263468.24,334647.22,-576.26
1235,1265.0851,4263468.24,334647.24,-575.24
1236,1266.11,4263468.24,334647.25,-574.21
1237,1267.1349,4263468.24,334647.27,-573.19
1238,1268.1598,4263468.25,334647.28,-572.16
1239,1269.1847,4263468.25,334647.29,-571.14
1240,1270.2096,4263468.25,334647.31,-570.11
1241,1271.2345,4263468.25,334647.32,-569.09
1242,1272.2594,4263468.25,334647.34,-568.06
1243,1273.2843,4263468.25,334647.35,-567.04
1244,1274.3092,4263468.25,334647.37,-566.01
1245,1275.3341,4263468.25,334647.38,-564.99
1246,1276.3591,4263468.25,334647.39,-563.96
1247,1277.384,4263468.25,334647.41,-562.94
1248,1278.4089,4263468.25,334647.42,-561.91
1249,1279.4338,4263468.24,334647.43,-560.89
1250,1280.4587,4263468.24,334647.44,-559.86
1251,1281.4836,4263468.24,334647.45,-558.84
1252,1282.5085,4263468.23,334647.46,-557.81
1253,1283.5334,4263468.23,334647.47,-556.79
1254,1284.5583,4263468.23,334647.48,-555.77
1255,1285.5832,4263468.22,334647.49,-554.74
1256,1286.6081,4263468.22,334647.5,-553.72
1257,1287.633,4263468.21,334647.51,-552.69
1258,1288.6579,4263468.21,334647.52,-551.67
1259,1289.6828,4263468.2,334647.53,-550.64
1260,1290.7077,4263468.2,334647.54,-549.62
1261,1291.7326,4263468.19,334647.55,-548.59
1262,1292.7575,4263468.19,334647.56,-547.57
1263,1293.7824,4263468.18,334647.58,-546.54
1264,1294.8073,4263468.18,334647.59,-545.52
1265,1295.8322,4263468.17,334647.6,-544.49
1266,1296.8571,4263468.17,334647.61,-543.47
1267,1297.882,4263468.16,334647.62,-542.44
1268,1298.9069,4263468.16,334647.64,-541.42
1269,1299.9318,4263468.15,334647.65,-540.39
1270,1300.9567,4263468.15,334647.66,-539.37
1271,1301.9816,4263468.15,334647.67,-538.34
1272,1303.0066,4263468.14,334647.68,-537.32
1273,1304.0315,4263468.14,334647.7,-536.29
1274,1305.0564,4263468.14,334647.71,-535.27
1275,1306.0813,4263468.13,334647.72,-534.24
1276,1307.1062,4263468.13,334647.73,-533.22
1277,1308.1311,4263468.13,334647.75,-532.19
1278,1309.156,4263468.13,334647.76,-531.17
1279,1310.1809,4263468.12,334647.77,-530.14
1280,1311.2058,4263468.12,334647.78,-529.12
1281,1312.2307,4263468.12,334647.8,-528.09
1282,1313.2556,4263468.12,334647.81,-527.07
1283,1314.2805,4263468.12,334647.82,-526.04
1284,1315.3054,4263468.11,334647.84,-525.02
1285,1316.3303,4263468.11,334647.85,-523.99
1286,1317.3552,4263468.11,334647.86,-522.97
1287,1318.3801,4263468.11,334647.87,-521.94
1288,1319.405,4263468.11,334647.88,-520.92
1289,1320.4299,4263468.11,334647.9,-519.9
1290,1321.4548,4263468.11,334647.91,-518.87
1291,1322.4797,4263468.11,334647.92,-517.85
1292,1323.5046,4263468.11,334647.93,-516.82
1293,1324.5295,4263468.11,334647.94,-515.8
1294,1325.5544,4263468.11,334647.95,-514.77
1295,1326.5793,4263468.11,334647.96,-513.75
1296,1327.6042,4263468.11,334647.97,-512.72
1297,1328.6291,4263468.11,334647.98,-511.7
1298,1329.6541,4263468.11,334647.99,-510.67
1299,1330.679,4263468.11,334648,-509.65
1300,1331.7039,4263468.11,334648.01,-508.62
1301,1332.7288,4263468.11,334648.02,-507.6
1302,1333.7537,4263468.11,334648.03,-506.57
1303,1334.7786,4263468.1,334648.04,-505.55
1304,1335.8035,4263468.1,334648.05,-504.52
1305,1336.8284,4263468.1,334648.06,-503.5
1306,1337.8533,4263468.1,334648.07,-502.47
1307,1338.8782,4263468.1,334648.08,-501.45
1308,1339.9031,4263468.1,334648.1,-500.42
1309,1340.928,4263468.1,334648.11,-499.4
1310,1341.9529,4263468.1,334648.12,-498.37
1311,1342.9778,4263468.1,334648.14,-497.35
1312,1344.0027,4263468.09,334648.15,-496.32
1313,1345.0276,4263468.09,334648.16,-495.3
1314,1346.0525,4263468.09,334648.17,-494.27
1315,1347.0774,4263468.09,334648.19,-493.25
1316,1348.1023,4263468.09,334648.2,-492.22
1317,1349.1272,4263468.08,334648.21,-491.2
1318,1350.1521,4263468.08,334648.22,-490.17
1319,1351.177,4263468.08,334648.24,-489.15
1320,1352.2019,4263468.07,334648.25,-488.12
1321,1353.2268,4263468.07,334648.26,-487.1
1322,1354.2517,4263468.07,334648.27,-486.07
1323,1355.2766,4263468.07,334648.28,-485.05
1324,1356.3015,4263468.07,334648.29,-484.02
1325,1357.3265,4263468.06,334648.31,-483
1326,1358.3514,4263468.06,334648.32,-481.98
1327,1359.3763,4263468.06,334648.33,-480.95
1328,1360.4012,4263468.06,334648.34,-479.93
1329,1361.4261,4263468.06,334648.35,-478.9
1330,1362.451,4263468.05,334648.37,-477.88
1331,1363.4759,4263468.05,334648.38,-476.85
1332,1364.5008,4263468.05,334648.39,-475.83
1333,1365.5257,4263468.05,334648.41,-474.8
1334,1366.5506,4263468.04,334648.42,-473.78
1335,1367.5755,4263468.04,334648.44,-472.75
1336,1368.6004,4263468.04,334648.45,-471.73
1337,1369.6253,4263468.04,334648.47,-470.7
1338,1370.6502,4263468.03,334648.48,-469.68
1339,1371.6751,4263468.03,334648.5,-468.65
1340,1372.7,4263468.03,334648.52,-467.63
1341,1373.7249,4263468.03,334648.53,-466.6
1342,1374.7498,4263468.02,334648.55,-465.58
1343,1375.7747,4263468.02,334648.57,-464.55
1344,1376.7996,4263468.02,334648.58,-463.53
1345,1377.8245,4263468.02,334648.6,-462.5
1346,1378.8494,4263468.02,334648.62,-461.48
1347,1379.8743,4263468.02,334648.63,-460.46
1348,1380.8992,4263468.01,334648.65,-459.43
1349,1381.9241,4263468.01,334648.67,-458.41
1350,1382.949,4263468.01,334648.68,-457.38
1351,1383.974,4263468.01,334648.7,-456.36
1352,1384.9989,4263468.01,334648.71,-455.33
1353,1386.0238,4263468.01,334648.73,-454.31
1354,1387.0487,4263468.01,334648.74,-453.28
1355,1388.0736,4263468.01,334648.76,-452.26
1356,1389.0985,4263468.01,334648.77,-451.23
1357,1390.1234,4263468.01,334648.78,-450.21
1358,1391.1483,4263468.01,334648.8,-449.18
1359,1392.1732,4263468.01,334648.81,-448.16
1360,1393.1981,4263468.01,334648.83,-447.13
1361,1394.223,4263468.01,334648.85,-446.11
1362,1395.2479,4263468,334648.87,-445.08
1363,1396.2728,4263468,334648.88,-444.06
1364,1397.2977,4263468,334648.9,-443.03
1365,1398.3226,4263468,334648.92,-442.01
1366,1399.3475,4263468,334648.93,-440.98
1367,1400.3724,4263468,334648.95,-439.96
1368,1401.3973,4263468,334648.97,-438.94
1369,1402.4222,4263468,334648.98,-437.91
1370,1403.4471,4263467.99,334649,-436.89
1371,1404.472,4263467.99,334649.01,-435.86
1372,1405.4969,4263467.99,334649.03,-434.84
1373,1406.5218,4263467.99,334649.05,-433.81
1374,1407.5467,4263467.99,334649.06,-432.79
1375,1408.5716,4263467.98,334649.07,-431.76
1376,1409.5965,4263467.98,334649.08,-430.74
1377,1410.6214,4263467.98,334649.09,-429.71
1378,1411.6464,4263467.97,334649.11,-428.69
1379,1412.6713,4263467.97,334649.12,-427.66
1380,1413.6962,4263467.97,334649.13,-426.64
1381,1414.7211,4263467.96,334649.14,-425.61
1382,1415.746,4263467.96,334649.16,-424.59
1383,1416.7709,4263467.95,334649.17,-423.56
1384,1417.7958,4263467.94,334649.18,-422.54
1385,1418.8207,4263467.94,334649.2,-421.51
1386,1419.8456,4263467.93,334649.21,-420.49
1387,1420.8705,4263467.92,334649.22,-419.46
1388,1421.8954,4263467.92,334649.24,-418.44
1389,1422.9203,4263467.91,334649.25,-417.42
1390,1423.9452,4263467.91,334649.26,-416.39
1391,1424.9701,4263467.9,334649.27,-415.37
1392,1425.995,4263467.9,334649.28,-414.34
1393,1427.0199,4263467.89,334649.29,-413.32
1394,1428.0448,4263467.89,334649.3,-412.29
1395,1429.0697,4263467.88,334649.31,-411.27
1396,1430.0946,4263467.88,334649.32,-410.24
1397,1431.1195,4263467.88,334649.33,-409.22
1398,1432.1444,4263467.87,334649.33,-408.19
1399,1433.1693,4263467.87,334649.34,-407.17
1400,1434.1942,4263467.87,334649.35,-406.14
1401,1435.2191,4263467.87,334649.36,-405.12
1402,1436.244,4263467.86,334649.36,-404.09
1403,1437.2689,4263467.86,334649.37,-403.07
1404,1438.2939,4263467.86,334649.38,-402.04
1405,1439.3188,4263467.86,334649.39,-401.02
1406,1440.3437,4263467.85,334649.4,-399.99
1407,1441.3686,4263467.85,334649.42,-398.97
1408,1442.3935,4263467.85,334649.43,-397.94
1409,1443.4184,4263467.85,334649.44,-396.92
1410,1444.4433,4263467.84,334649.45,-395.89
1411,1445.4682,4263467.84,334649.46,-394.87
1412,1446.4931,4263467.84,334649.47,-393.84
1413,1447.518,4263467.84,334649.48,-392.82
1414,1448.5429,4263467.84,334649.49,-391.79
1415,1449.5678,4263467.84,334649.5,-390.77
1416,1450.5927,4263467.84,334649.52,-389.74
1417,1451.6176,4263467.84,334649.53,-388.72
1418,1452.6425,4263467.84,334649.54,-387.69
1419,1453.6674,4263467.84,334649.54,-386.67
1420,1454.6923,4263467.83,334649.55,-385.64
1421,1455.7172,4263467.83,334649.56,-384.62
1422,1456.7421,4263467.83,334649.57,-383.59
1423,1457.767,4263467.83,334649.57,-382.57
1424,1458.7919,4263467.83,334649.58,-381.54
1425,1459.8168,4263467.83,334649.59,-380.52
1426,1460.8417,4263467.82,334649.6,-379.49
1427,1461.8666,4263467.82,334649.6,-378.47
1428,1462.8915,4263467.82,334649.61,-377.44
1429,1463.9164,4263467.82,334649.62,-376.42
1430,1464.9414,4263467.81,334649.62,-375.39
1431,1465.9663,4263467.81,334649.63,-374.37
1432,1466.9912,4263467.81,334649.64,-373.34
1433,1468.0161,4263467.81,334649.65,-372.32
1434,1469.041,4263467.8,334649.66,-371.29
1435,1470.0659,4263467.8,334649.67,-370.27
1436,1471.0908,4263467.8,334649.67,-369.24
1437,1472.1157,4263467.8,334649.68,-368.22
1438,1473.1406,4263467.79,334649.69,-367.19
1439,1474.1655,4263467.79,334649.7,-366.17
1440,1475.1904,4263467.79,334649.71,-365.15
1441,1476.2153,4263467.78,334649.72,-364.12
1442,1477.2402,4263467.78,334649.73,-363.1
1443,1478.2651,4263467.77,334649.74,-362.07
1444,1479.29,4263467.76,334649.76,-361.05
1445,1480.3149,4263467.76,334649.77,-360.02
1446,1481.3398,4263467.75,334649.78,-359
1447,1482.3647,4263467.75,334649.79,-357.97
1448,1483.3896,4263467.74,334649.8,-356.95
1449,1484.4145,4263467.74,334649.81,-355.92
1450,1485.4394,4263467.73,334649.82,-354.9
1451,1486.4643,4263467.73,334649.83,-353.87
1452,1487.4892,4263467.72,334649.84,-352.85
1453,1488.5141,4263467.72,334649.85,-351.82
1454,1489.539,4263467.71,334649.86,-350.8
1455,1490.5639,4263467.71,334649.87,-349.77
1456,1491.5888,4263467.7,334649.88,-348.75
1457,1492.6138,4263467.7,334649.89,-347.72
1458,1493.6387,4263467.7,334649.9,-346.7
1459,1494.6636,4263467.69,334649.9,-345.68
1460,1495.6885,4263467.69,334649.91,-344.65
1461,1496.7134,4263467.69,334649.92,-343.63
1462,1497.7383,4263467.68,334649.93,-342.6
1463,1498.7632,4263467.68,334649.94,-341.58
1464,1499.7881,4263467.68,334649.95,-340.55
1465,1500.813,4263467.67,334649.96,-339.53
1466,1501.8379,4263467.67,334649.97,-338.5
1467,1502.8628,4263467.67,334649.98,-337.48
1468,1503.8877,4263467.66,334649.99,-336.45
1469,1504.9126,4263467.66,334650,-335.43
1470,1505.9375,4263467.66,334650.02,-334.4
1471,1506.9624,4263467.65,334650.03,-333.38
1472,1507.9873,4263467.65,334650.04,-332.35
1473,1509.0122,4263467.64,334650.05,-331.33
1474,1510.0371,4263467.64,334650.06,-330.3
1475,1511.062,4263467.64,334650.07,-329.28
1476,1512.0869,4263467.63,334650.08,-328.25
1477,1513.1118,4263467.63,334650.09,-327.23
1478,1514.1367,4263467.63,334650.1,-326.2
1479,1515.1616,4263467.63,334650.11,-325.18
1480,1516.1865,4263467.63,334650.13,-324.15
1481,1517.2114,4263467.62,334650.14,-323.13
1482,1518.2363,4263467.62,334650.15,-322.1
1483,1519.2613,4263467.62,334650.16,-321.08
1484,1520.2862,4263467.62,334650.17,-320.05
1485,1521.3111,4263467.62,334650.18,-319.03
1486,1522.336,4263467.62,334650.19,-318
1487,1523.3609,4263467.62,334650.2,-316.98
1488,1524.3858,4263467.62,334650.21,-315.95
1489,1525.4107,4263467.63,334650.22,-314.93
1490,1526.4356,4263467.63,334650.23,-313.9
1491,1527.4605,4263467.63,334650.24,-312.88
1492,1528.4854,4263467.63,334650.25,-311.85
1493,1529.5103,4263467.63,334650.26,-310.83
1494,1530.5352,4263467.63,334650.27,-309.8
1495,1531.5601,4263467.64,334650.28,-308.78
1496,1532.585,4263467.64,334650.3,-307.76
1497,1533.6099,4263467.64,334650.31,-306.73
1498,1534.6348,4263467.64,334650.32,-305.71
1499,1535.6597,4263467.64,334650.33,-304.68
1500,1536.6846,4263467.65,334650.34,-303.66
1501,1537.7095,4263467.65,334650.36,-302.63
1502,1538.7344,4263467.65,334650.38,-301.61
1503,1539.7593,4263467.66,334650.39,-300.58
1504,1540.7842,4263467.66,334650.41,-299.56
1505,1541.8091,4263467.67,334650.43,-298.53
1506,1542.834,4263467.67,334650.44,-297.51
1507,1543.8589,4263467.67,334650.46,-296.48
1508,1544.8838,4263467.67,334650.48,-295.46
1509,1545.9087,4263467.67,334650.49,-294.43
1510,1546.9337,4263467.68,334650.51,-293.41
1511,1547.9586,4263467.68,334650.52,-292.38
1512,1548.9835,4263467.68,334650.54,-291.36
1513,1550.0084,4263467.68,334650.56,-290.33
1514,1551.0333,4263467.68,334650.57,-289.31
1515,1552.0582,4263467.68,334650.59,-288.28
1516,1553.0831,4263467.69,334650.6,-287.26
1517,1554.108,4263467.69,334650.61,-286.23
1518,1555.1329,4263467.69,334650.63,-285.21
1519,1556.1578,4263467.69,334650.64,-284.19
1520,1557.1827,4263467.7,334650.66,-283.16
1521,1558.2076,4263467.7,334650.67,-282.14
1522,1559.2325,4263467.7,334650.69,-281.11
1523,1560.2574,4263467.71,334650.7,-280.09
1524,1561.2823,4263467.71,334650.71,-279.06
1525,1562.3072,4263467.71,334650.73,-278.04
1526,1563.3321,4263467.71,334650.74,-277.01
1527,1564.357,4263467.71,334650.76,-275.99
1528,1565.3819,4263467.72,334650.77,-274.96
1529,1566.4068,4263467.72,334650.78,-273.94
1530,1567.4317,4263467.72,334650.8,-272.91
1531,1568.4566,4263467.71,334650.82,-271.89
1532,1569.4815,4263467.71,334650.83,-270.86
1533,1570.5064,4263467.71,334650.85,-269.84
1534,1571.5313,4263467.7,334650.86,-268.81
1535,1572.5562,4263467.7,334650.88,-267.79
1536,1573.5812,4263467.7,334650.89,-266.76
1537,1574.6061,4263467.7,334650.91,-265.74
1538,1575.631,4263467.69,334650.93,-264.71
1539,1576.6559,4263467.69,334650.95,-263.69
1540,1577.6808,4263467.69,334650.97,-262.67
1541,1578.7057,4263467.68,334650.99,-261.64
1542,1579.7306,4263467.68,334651.01,-260.62
1543,1580.7555,4263467.68,334651.03,-259.59
1544,1581.7804,4263467.68,334651.05,-258.57
1545,1582.8053,4263467.67,334651.07,-257.54
1546,1583.8302,4263467.67,334651.09,-256.52
1547,1584.8551,4263467.67,334651.11,-255.49
1548,1585.88,4263467.67,334651.13,-254.47
1549,1586.9049,4263467.67,334651.15,-253.44
1550,1587.9298,4263467.67,334651.17,-252.42
1551,1588.9547,4263467.67,334651.19,-251.39
1552,1589.9796,4263467.67,334651.2,-250.37
1553,1591.0045,4263467.67,334651.22,-249.34
1554,1592.0294,4263467.67,334651.24,-248.32
1555,1593.0543,4263467.67,334651.26,-247.29
1556,1594.0792,4263467.66,334651.28,-246.27
1557,1595.1041,4263467.66,334651.3,-245.24
1558,1596.129,4263467.66,334651.32,-244.22
1559,1597.1539,4263467.66,334651.33,-243.19
1560,1598.1788,4263467.65,334651.35,-242.17
1561,1599.2037,4263467.65,334651.37,-241.14
1562,1600.2287,4263467.64,334651.39,-240.12
1563,1601.2536,4263467.63,334651.41,-239.1
1564,1602.2785,4263467.62,334651.43,-238.07
1565,1603.3034,4263467.62,334651.45,-237.05
1566,1604.3283,4263467.61,334651.47,-236.02
1567,1605.3532,4263467.6,334651.49,-235
1568,1606.3781,4263467.59,334651.51,-233.97
1569,1607.403,4263467.58,334651.54,-232.95
1570,1608.4279,4263467.57,334651.56,-231.92
1571,1609.4528,4263467.56,334651.58,-230.9
1572,1610.4777,4263467.55,334651.6,-229.88
1573,1611.5026,4263467.53,334651.62,-228.85
1574,1612.5275,4263467.52,334651.64,-227.83
1575,1613.5524,4263467.51,334651.67,-226.8
1576,1614.5773,4263467.49,334651.69,-225.78
1577,1615.6022,4263467.48,334651.72,-224.75
1578,1616.6271,4263467.46,334651.75,-223.73
1579,1617.652,4263467.45,334651.77,-222.7
1580,1618.6769,4263467.43,334651.8,-221.68
1581,1619.7018,4263467.42,334651.82,-220.65
1582,1620.7267,4263467.4,334651.85,-219.63
1583,1621.7516,4263467.38,334651.88,-218.61
1584,1622.7765,4263467.36,334651.91,-217.58
1585,1623.8014,4263467.34,334651.94,-216.56
1586,1624.8263,4263467.32,334651.97,-215.53
1587,1625.8512,4263467.3,334652,-214.51
1588,1626.8761,4263467.28,334652.04,-213.48
1589,1627.9011,4263467.26,334652.07,-212.46
1590,1628.926,4263467.24,334652.1,-211.44
1591,1629.9509,4263467.22,334652.14,-210.41
1592,1630.9758,4263467.2,334652.17,-209.39
1593,1632.0007,4263467.17,334652.21,-208.36
1594,1633.0256,4263467.15,334652.24,-207.34
1595,1634.0505,4263467.13,334652.28,-206.31
1596,1635.0754,4263467.11,334652.31,-205.29
1597,1636.1003,4263467.08,334652.35,-204.27
1598,1637.1252,4263467.06,334652.38,-203.24
1599,1638.1501,4263467.03,334652.42,-202.22
1600,1639.175,4263467.01,334652.46,-201.2
1601,1640.1999,4263466.98,334652.5,-200.17
1602,1641.2248,4263466.96,334652.53,-199.15
1603,1642.2497,4263466.93,334652.57,-198.12
1604,1643.2746,4263466.91,334652.61,-197.1
1605,1644.2995,4263466.88,334652.64,-196.08
1606,1645.3244,4263466.86,334652.68,-195.05
1607,1646.3493,4263466.83,334652.72,-194.03
1608,1647.3742,4263466.8,334652.76,-193
1609,1648.3991,4263466.78,334652.79,-191.98
1610,1649.424,4263466.75,334652.83,-190.96
1611,1650.4489,4263466.73,334652.87,-189.93
1612,1651.4738,4263466.7,334652.9,-188.91
1613,1652.4987,4263466.67,334652.94,-187.89
1614,1653.5236,4263466.64,334652.97,-186.86
1615,1654.5486,4263466.61,334653.01,-185.84
1616,1655.5735,4263466.58,334653.05,-184.81
1617,1656.5984,4263466.55,334653.08,-183.79
1618,1657.6233,4263466.52,334653.12,-182.77
1619,1658.6482,4263466.49,334653.15,-181.74
1620,1659.6731,4263466.46,334653.19,-180.72
1621,1660.698,4263466.43,334653.23,-179.69
1622,1661.7229,4263466.4,334653.27,-178.67
1623,1662.7478,4263466.37,334653.3,-177.65
1624,1663.7727,4263466.34,334653.34,-176.62
1625,1664.7976,4263466.31,334653.38,-175.6
1626,1665.8225,4263466.28,334653.41,-174.57
1627,1666.8474,4263466.25,334653.45,-173.55
1628,1667.8723,4263466.22,334653.49,-172.53
1629,1668.8972,4263466.19,334653.52,-171.5
1630,1669.9221,4263466.16,334653.56,-170.48
1631,1670.947,4263466.13,334653.59,-169.46
1632,1671.9719,4263466.1,334653.63,-168.43
1633,1672.9968,4263466.07,334653.66,-167.41
1634,1674.0217,4263466.04,334653.69,-166.38
1635,1675.0466,4263466.01,334653.71,-165.36
1636,1676.0715,4263465.98,334653.73,-164.34
1637,1677.0964,4263465.95,334653.75,-163.31
1638,1678.1213,4263465.93,334653.77,-162.29
1639,1679.1462,4263465.9,334653.79,-161.26
1640,1680.1711,4263465.87,334653.81,-160.24
1641,1681.196,4263465.84,334653.83,-159.22
1642,1682.221,4263465.81,334653.85,-158.19
1643,1683.2459,4263465.78,334653.86,-157.17
1644,1684.2708,4263465.75,334653.88,-156.14
1645,1685.2957,4263465.71,334653.89,-155.12
1646,1686.3206,4263465.68,334653.91,-154.09
1647,1687.3455,4263465.65,334653.92,-153.07
1648,1688.3704,4263465.62,334653.94,-152.04
1649,1689.3953,4263465.6,334653.95,-151.02
1650,1690.4202,4263465.57,334653.97,-150
1651,1691.4451,4263465.54,334653.99,-148.97
1652,1692.47,4263465.51,334654,-147.95
1653,1693.4949,4263465.48,334654.02,-146.92
1654,1694.5198,4263465.46,334654.03,-145.9
1655,1695.5447,4263465.43,334654.05,-144.87
1656,1696.5696,4263465.4,334654.06,-143.85
1657,1697.5945,4263465.37,334654.07,-142.82
1658,1698.6194,4263465.35,334654.08,-141.8
1659,1699.6443,4263465.32,334654.09,-140.77
1660,1700.6692,4263465.29,334654.11,-139.75
1661,1701.6941,4263465.26,334654.12,-138.73
1662,1702.719,4263465.24,334654.13,-137.7
1663,1703.7439,4263465.21,334654.14,-136.68
1664,1704.7688,4263465.19,334654.15,-135.65
1665,1705.7937,4263465.16,334654.15,-134.63
1666,1706.8186,4263465.14,334654.16,-133.6
1667,1707.8435,4263465.12,334654.17,-132.58
1668,1708.8685,4263465.1,334654.17,-131.55
1669,1709.8934,4263465.07,334654.18,-130.53
1670,1710.9183,4263465.05,334654.19,-129.51
1671,1711.9432,4263465.03,334654.19,-128.48
1672,1712.9681,4263465.02,334654.2,-127.46
1673,1713.993,4263465,334654.2,-126.43
1674,1715.0179,4263464.99,334654.21,-125.41
1675,1716.0428,4263464.97,334654.21,-124.38
1676,1717.0677,4263464.96,334654.22,-123.36
1677,1718.0926,4263464.94,334654.22,-122.33
1678,1719.1175,4263464.93,334654.23,-121.31
1679,1720.1424,4263464.91,334654.23,-120.28
1680,1721.1673,4263464.9,334654.24,-119.26
1681,1722.1922,4263464.88,334654.24,-118.23
1682,1723.2171,4263464.87,334654.25,-117.21
1683,1724.242,4263464.85,334654.25,-116.18
1684,1725.2669,4263464.83,334654.26,-115.16
1685,1726.2918,4263464.82,334654.26,-114.14
1686,1727.3167,4263464.8,334654.26,-113.11
1687,1728.3416,4263464.79,334654.27,-112.09
1688,1729.3665,4263464.77,334654.27,-111.06
1689,1730.3914,4263464.76,334654.27,-110.04
1690,1731.4163,4263464.74,334654.27,-109.01
1691,1732.4412,4263464.72,334654.27,-107.99
1692,1733.4661,4263464.71,334654.28,-106.96
1693,1734.491,4263464.69,334654.28,-105.94
1694,1735.516,4263464.68,334654.29,-104.91
1695,1736.5409,4263464.67,334654.29,-103.89
1696,1737.5658,4263464.66,334654.3,-102.86
1697,1738.5907,4263464.65,334654.3,-101.84
1698,1739.6156,4263464.64,334654.31,-100.81
1699,1740.6405,4263464.63,334654.31,-99.79
1700,1741.6654,4263464.61,334654.32,-98.76
1701,1742.6903,4263464.6,334654.33,-97.74
1702,1743.7152,4263464.59,334654.33,-96.71
1703,1744.7401,4263464.58,334654.34,-95.69
1704,1745.765,4263464.57,334654.35,-94.66
1705,1746.7899,4263464.56,334654.36,-93.64
1706,1747.8148,4263464.55,334654.36,-92.61
1707,1748.8397,4263464.54,334654.37,-91.59
1708,1749.8646,4263464.53,334654.38,-90.56
1709,1750.8895,4263464.52,334654.39,-89.54
1710,1751.9144,4263464.51,334654.41,-88.51
1711,1752.9393,4263464.5,334654.42,-87.49
1712,1753.9642,4263464.49,334654.43,-86.46
1713,1754.9891,4263464.47,334654.44,-85.44
1714,1756.014,4263464.46,334654.46,-84.42
1715,1757.0389,4263464.45,334654.47,-83.39
1716,1758.0638,4263464.43,334654.49,-82.37
1717,1759.0887,4263464.42,334654.51,-81.34
1718,1760.1136,4263464.4,334654.53,-80.32
1719,1761.1385,4263464.39,334654.54,-79.29
1720,1762.1634,4263464.37,334654.56,-78.27
1721,1763.1884,4263464.35,334654.58,-77.24
1722,1764.2133,4263464.34,334654.6,-76.22
1723,1765.2382,4263464.32,334654.62,-75.19
1724,1766.2631,4263464.3,334654.65,-74.17
1725,1767.288,4263464.28,334654.67,-73.14
1726,1768.3129,4263464.27,334654.69,-72.12
1727,1769.3378,4263464.25,334654.71,-71.09
1728,1770.3627,4263464.23,334654.74,-70.07
1729,1771.3876,4263464.21,334654.76,-69.05
1730,1772.4125,4263464.19,334654.78,-68.02
1731,1773.4374,4263464.17,334654.8,-67
1732,1774.4623,4263464.15,334654.82,-65.97
1733,1775.4872,4263464.13,334654.85,-64.95
1734,1776.5121,4263464.11,334654.87,-63.92
1735,1777.537,4263464.09,334654.89,-62.9
1736,1778.5619,4263464.07,334654.91,-61.87
1737,1779.5868,4263464.05,334654.93,-60.85
1738,1780.6117,4263464.03,334654.95,-59.82
1739,1781.6366,4263464.01,334654.98,-58.8
1740,1782.6615,4263463.98,334655,-57.78
1741,1783.6864,4263463.95,334655.02,-56.75
1742,1784.7113,4263463.93,334655.04,-55.73
1743,1785.7362,4263463.9,334655.07,-54.7
1744,1786.7611,4263463.88,334655.09,-53.68
1745,1787.786,4263463.85,334655.11,-52.66
1746,1788.8109,4263463.82,334655.13,-51.63
1747,1789.8359,4263463.79,334655.16,-50.61
1748,1790.8608,4263463.76,334655.18,-49.58
