Channel,Fiber distance (m),Northing (m),Easting (m),Depth (m)
2216,2270.5157,4263379.42,334827.41,365.63
2217,2271.5406,4263379.2,334828.28,366.12
2218,2272.5655,4263378.98,334829.15,366.62
2219,2273.5904,4263378.76,334830.02,367.12
2220,2274.6153,4263378.54,334830.89,367.62
2221,2275.6402,4263378.32,334831.76,368.11
2222,2276.6652,4263378.12,334832.64,368.59
2223,2277.6901,4263377.91,334833.52,369.07
2224,2278.715,4263377.7,334834.41,369.55
2225,2279.7399,4263377.5,334835.29,370.02
2226,2280.7648,4263377.29,334836.17,370.5
2227,2281.7897,4263377.09,334837.05,370.98
2228,2282.8146,4263376.88,334837.93,371.46
2229,2283.8395,4263376.68,334838.83,371.93
2230,2284.8644,4263376.48,334839.72,372.39
2231,2285.8893,4263376.28,334840.61,372.85
2232,2286.9142,4263376.09,334841.5,373.32
2233,2287.9391,4263375.89,334842.4,373.78
2234,2288.964,4263375.69,334843.29,374.24
2235,2289.9889,4263375.49,334844.18,374.71
2236,2291.0138,4263375.29,334845.08,375.16
2237,2292.0387,4263375.09,334845.98,375.61
2238,2293.0636,4263374.89,334846.88,376.06
2239,2294.0885,4263374.69,334847.78,376.51
2240,2295.1134,4263374.49,334848.68,376.95
2241,2296.1383,4263374.29,334849.58,377.4
2242,2297.1632,4263374.09,334850.48,377.85
2243,2298.1881,4263373.89,334851.38,378.3
2244,2299.213,4263373.68,334852.29,378.72
2245,2300.2379,4263373.48,334853.2,379.14
2246,2301.2628,4263373.27,334854.11,379.56
2247,2302.2877,4263373.06,334855.02,379.98
2248,2303.3126,4263372.86,334855.93,380.41
2249,2304.3376,4263372.65,334856.84,380.83
2250,2305.3625,4263372.45,334857.75,381.25
2251,2306.3874,4263372.24,334858.67,381.66
2252,2307.4123,4263372.03,334859.59,382.05
2253,2308.4372,4263371.82,334860.51,382.45
2254,2309.4621,4263371.61,334861.44,382.84
2255,2310.487,4263371.4,334862.36,383.24
2256,2311.5119,4263371.19,334863.28,383.64
2257,2312.5368,4263370.98,334864.2,384.03
2258,2313.5617,4263370.77,334865.12,384.43
2259,2314.5866,4263370.57,334866.05,384.81
2260,2315.6115,4263370.36,334866.98,385.2
2261,2316.6364,4263370.15,334867.9,385.59
2262,2317.6613,4263369.94,334868.83,385.97
2263,2318.6862,4263369.73,334869.76,386.36
2264,2319.7111,4263369.52,334870.68,386.75
2265,2320.736,4263369.31,334871.61,387.13
2266,2321.7609,4263369.11,334872.53,387.52
2267,2322.7858,4263368.9,334873.46,387.9
2268,2323.8107,4263368.69,334874.39,388.28
2269,2324.8356,4263368.48,334875.31,388.67
2270,2325.8605,4263368.27,334876.24,389.05
2271,2326.8854,4263368.07,334877.17,389.44
2272,2327.9103,4263367.86,334878.1,389.82
2273,2328.9352,4263367.65,334879.02,390.21
2274,2329.9601,4263367.44,334879.95,390.59
2275,2330.9851,4263367.24,334880.88,390.98
2276,2332.01,4263367.03,334881.8,391.36
2277,2333.0349,4263366.82,334882.73,391.75
2278,2334.0598,4263366.61,334883.66,392.13
2279,2335.0847,4263366.41,334884.58,392.52
2280,2336.1096,4263366.2,334885.51,392.9
2281,2337.1345,4263365.99,334886.44,393.29
2282,2338.1594,4263365.78,334887.36,393.67
2283,2339.1843,4263365.57,334888.29,394.06
2284,2340.2092,4263365.36,334889.22,394.44
2285,2341.2341,4263365.15,334890.14,394.83
2286,2342.259,4263364.93,334891.07,395.21
2287,2343.2839,4263364.72,334892,395.6
2288,2344.3088,4263364.51,334892.92,395.98
2289,2345.3337,4263364.3,334893.85,396.37
2290,2346.3586,4263364.09,334894.77,396.75
2291,2347.3835,4263363.88,334895.7,397.14
2292,2348.4084,4263363.66,334896.63,397.52
2293,2349.4333,4263363.45,334897.55,397.91
2294,2350.4582,4263363.24,334898.48,398.29
2295,2351.4831,4263363.03,334899.4,398.68
2296,2352.508,4263362.82,334900.33,399.06
2297,2353.5329,4263362.61,334901.26,399.45
2298,2354.5578,4263362.4,334902.18,399.83
2299,2355.5827,4263362.19,334903.11,400.22
2300,2356.6076,4263361.98,334904.04,400.6
2301,2357.6325,4263361.77,334904.96,400.98
2302,2358.6575,4263361.57,334905.89,401.37
2303,2359.6824,4263361.36,334906.82,401.75
2304,2360.7073,4263361.15,334907.74,402.14
2305,2361.7322,4263360.95,334908.67,402.52
2306,2362.7571,4263360.74,334909.6,402.91
2307,2363.782,4263360.53,334910.53,403.29
2308,2364.8069,4263360.33,334911.45,403.67
2309,2365.8318,4263360.12,334912.38,404.06
2310,2366.8567,4263359.92,334913.31,404.44
2311,2367.8816,4263359.71,334914.23,404.83
2312,2368.9065,4263359.51,334915.16,405.22
2313,2369.9314,4263359.31,334916.09,405.61
2314,2370.9563,4263359.1,334917.01,406.01
2315,2371.9812,4263358.9,334917.94,406.4
2316,2373.0061,4263358.7,334918.86,406.79
2317,2374.031,4263358.49,334919.79,407.18
2318,2375.0559,4263358.3,334920.71,407.57
2319,2376.0808,4263358.1,334921.63,407.98
2320,2377.1057,4263357.9,334922.55,408.38
2321,2378.1306,4263357.7,334923.48,408.78
2322,2379.1555,4263357.5,334924.4,409.18
2323,2380.1804,4263357.3,334925.32,409.58
2324,2381.2053,4263357.1,334926.24,409.99
2325,2382.2302,4263356.9,334927.16,410.39
2326,2383.2551,4263356.7,334928.08,410.8
2327,2384.28,4263356.5,334928.99,411.22
2328,2385.305,4263356.3,334929.91,411.63
2329,2386.3299,4263356.1,334930.83,412.04
2330,2387.3548,4263355.9,334931.74,412.46
2331,2388.3797,4263355.7,334932.66,412.87
2332,2389.4046,4263355.5,334933.57,413.28
2333,2390.4295,4263355.29,334934.49,413.7
2334,2391.4544,4263355.09,334935.4,414.12
2335,2392.4793,4263354.88,334936.31,414.54
2336,2393.5042,4263354.67,334937.22,414.96
2337,2394.5291,4263354.47,334938.14,415.38
2338,2395.554,4263354.26,334939.05,415.8
2339,2396.5789,4263354.05,334939.96,416.22
2340,2397.6038,4263353.84,334940.87,416.63
2341,2398.6287,4263353.63,334941.79,417.05
2342,2399.6536,4263353.42,334942.7,417.46
2343,2400.6785,4263353.21,334943.61,417.88
2344,2401.7034,4263353,334944.53,418.29
2345,2402.7283,4263352.79,334945.44,418.71
2346,2403.7532,4263352.58,334946.35,419.12
2347,2404.7781,4263352.36,334947.26,419.54
2348,2405.803,4263352.15,334948.18,419.94
2349,2406.8279,4263351.94,334949.1,420.35
2350,2407.8528,4263351.73,334950.02,420.75
2351,2408.8777,4263351.52,334950.93,421.16
2352,2409.9026,4263351.31,334951.85,421.56
2353,2410.9275,4263351.1,334952.77,421.97
2354,2411.9525,4263350.89,334953.69,422.37
2355,2412.9774,4263350.68,334954.61,422.78
2356,2414.0023,4263350.48,334955.52,423.18
2357,2415.0272,4263350.27,334956.44,423.59
2358,2416.0521,4263350.06,334957.36,423.99
2359,2417.077,4263349.86,334958.28,424.39
2360,2418.1019,4263349.65,334959.2,424.8
2361,2419.1268,4263349.45,334960.12,425.2
2362,2420.1517,4263349.24,334961.04,425.61
2363,2421.1766,4263349.04,334961.96,426.01
2364,2422.2015,4263348.83,334962.88,426.42
2365,2423.2264,4263348.63,334963.79,426.83
2366,2424.2513,4263348.43,334964.71,427.24
2367,2425.2762,4263348.22,334965.63,427.64
2368,2426.3011,4263348.02,334966.55,428.05
2369,2427.326,4263347.82,334967.47,428.46
2370,2428.3509,4263347.61,334968.38,428.87
2371,2429.3758,4263347.41,334969.3,429.28
2372,2430.4007,4263347.2,334970.22,429.69
2373,2431.4256,4263347,334971.13,430.1
2374,2432.4505,4263346.79,334972.05,430.51
2375,2433.4754,4263346.59,334972.97,430.92
2376,2434.5003,4263346.38,334973.88,431.33
2377,2435.5252,4263346.18,334974.8,431.75
2378,2436.5501,4263345.96,334975.71,432.16
2379,2437.575,4263345.75,334976.62,432.58
2380,2438.5999,4263345.54,334977.53,432.99
2381,2439.6249,4263345.33,334978.45,433.41
2382,2440.6498,4263345.12,334979.36,433.82
2383,2441.6747,4263344.91,334980.27,434.24
2384,2442.6996,4263344.7,334981.18,434.65
2385,2443.7245,4263344.48,334982.09,435.07
2386,2444.7494,4263344.26,334983,435.49
2387,2445.7743,4263344.04,334983.91,435.91
2388,2446.7992,4263343.82,334984.82,436.33
2389,2447.8241,4263343.6,334985.73,436.75
2390,2448.849,4263343.38,334986.64,437.17
2391,2449.8739,4263343.16,334987.55,437.59
2392,2450.8988,4263342.93,334988.45,438.01
2393,2451.9237,4263342.71,334989.36,438.44
2394,2452.9486,4263342.48,334990.26,438.86
2395,2453.9735,4263342.25,334991.17,439.29
2396,2454.9984,4263342.03,334992.07,439.72
2397,2456.0233,4263341.8,334992.98,440.14
2398,2457.0482,4263341.58,334993.88,440.57
2399,2458.0731,4263341.35,334994.79,440.99
2400,2459.098,4263341.12,334995.69,441.42
2401,2460.1229,4263340.9,334996.59,441.85
2402,2461.1478,4263340.67,334997.49,442.28
2403,2462.1727,4263340.44,334998.4,442.71
2404,2463.1976,4263340.22,334999.3,443.13
2405,2464.2225,4263339.99,335000.2,443.56
2406,2465.2474,4263339.76,335001.11,443.99
2407,2466.2724,4263339.54,335002.01,444.42
2408,2467.2973,4263339.32,335002.92,444.85
2409,2468.3222,4263339.1,335003.82,445.27
2410,2469.3471,4263338.88,335004.73,445.7
2411,2470.372,4263338.66,335005.63,446.13
2412,2471.3969,4263338.44,335006.54,446.56
2413,2472.4218,4263338.22,335007.44,446.98
2414,2473.4467,4263338,335008.34,447.41
2415,2474.4716,4263337.78,335009.25,447.83
2416,2475.4965,4263337.56,335010.16,448.26
2417,2476.5214,4263337.34,335011.07,448.68
2418,2477.5463,4263337.12,335011.98,449.11
2419,2478.5712,4263336.91,335012.88,449.53
2420,2479.5961,4263336.69,335013.79,449.95
2421,2480.621,4263336.47,335014.7,450.38
2422,2481.6459,4263336.25,335015.61,450.8
2423,2482.6708,4263336.03,335016.51,451.22
2424,2483.6957,4263335.81,335017.42,451.65
2425,2484.7206,4263335.59,335018.33,452.07
2426,2485.7455,4263335.37,335019.23,452.49
2427,2486.7704,4263335.15,335020.14,452.91
2428,2487.7953,4263334.93,335021.05,453.34
2429,2488.8202,4263334.7,335021.96,453.76
2430,2489.8451,4263334.48,335022.86,454.18
2431,2490.87,4263334.25,335023.77,454.6
2432,2491.8949,4263334.02,335024.67,455.02
2433,2492.9198,4263333.79,335025.58,455.44
2434,2493.9448,4263333.57,335026.49,455.87
2435,2494.9697,4263333.34,335027.39,456.29
2436,2495.9946,4263333.11,335028.3,456.71
2437,2497.0195,4263332.88,335029.21,457.12
2438,2498.0444,4263332.65,335030.12,457.54
2439,2499.0693,4263332.42,335031.02,457.95
2440,2500.0942,4263332.19,335031.93,458.36
2441,2501.1191,4263331.96,335032.84,458.78
2442,2502.144,4263331.73,335033.75,459.19
2443,2503.1689,4263331.5,335034.66,459.6
2444,2504.1938,4263331.26,335035.57,460.01
2445,2505.2187,4263331.03,335036.48,460.41
2446,2506.2436,4263330.8,335037.4,460.82
2447,2507.2685,4263330.56,335038.31,461.22
2448,2508.2934,4263330.33,335039.22,461.62
2449,2509.3183,4263330.1,335040.14,462.02
2450,2510.3432,4263329.86,335041.05,462.43
2451,2511.3681,4263329.63,335041.96,462.83
2452,2512.393,4263329.4,335042.88,463.22
2453,2513.4179,4263329.16,335043.8,463.62
2454,2514.4428,4263328.93,335044.72,464.01
2455,2515.4677,4263328.7,335045.63,464.41
2456,2516.4926,4263328.46,335046.55,464.8
2457,2517.5175,4263328.23,335047.47,465.19
2458,2518.5424,4263327.99,335048.38,465.59
2459,2519.5673,4263327.76,335049.3,465.97
2460,2520.5923,4263327.53,335050.23,466.35
2461,2521.6172,4263327.29,335051.15,466.72
2462,2522.6421,4263327.06,335052.08,467.09
2463,2523.667,4263326.82,335053,467.47
2464,2524.6919,4263326.59,335053.93,467.84
2465,2525.7168,4263326.35,335054.85,468.21
2466,2526.7417,4263326.12,335055.78,468.59
2467,2527.7666,4263325.89,335056.71,468.94
2468,2528.7915,4263325.65,335057.64,469.3
2469,2529.8164,4263325.42,335058.58,469.65
2470,2530.8413,4263325.19,335059.51,470.01
2471,2531.8662,4263324.96,335060.44,470.36
2472,2532.8911,4263324.72,335061.38,470.72
2473,2533.916,4263324.49,335062.31,471.08
2474,2534.9409,4263324.26,335063.24,471.43
2475,2535.9658,4263324.03,335064.18,471.77
2476,2536.9907,4263323.8,335065.12,472.12
2477,2538.0156,4263323.58,335066.05,472.47
2478,2539.0405,4263323.35,335066.99,472.81
2479,2540.0654,4263323.12,335067.93,473.16
2480,2541.0903,4263322.89,335068.86,473.51
2481,2542.1152,4263322.66,335069.8,473.85
2482,2543.1401,4263322.44,335070.74,474.19
2483,2544.165,4263322.22,335071.69,474.52
2484,2545.1899,4263321.99,335072.63,474.86
2485,2546.2148,4263321.77,335073.57,475.2
2486,2547.2398,4263321.54,335074.51,475.53
2487,2548.2647,4263321.32,335075.45,475.87
2488,2549.2896,4263321.09,335076.4,476.2
2489,2550.3145,4263320.87,335077.34,476.55
2490,2551.3394,4263320.65,335078.28,476.89
2491,2552.3643,4263320.43,335079.22,477.23
2492,2553.3892,4263320.21,335080.16,477.58
2493,2554.4141,4263319.99,335081.1,477.92
2494,2555.439,4263319.77,335082.04,478.26
2495,2556.4639,4263319.54,335082.98,478.61
2496,2557.4888,4263319.32,335083.91,478.96
2497,2558.5137,4263319.1,335084.85,479.32
2498,2559.5386,4263318.88,335085.78,479.68
2499,2560.5635,4263318.66,335086.71,480.04
2500,2561.5884,4263318.44,335087.65,480.4
2501,2562.6133,4263318.23,335088.58,480.77
2502,2563.6382,4263318.01,335089.51,481.13
2503,2564.6631,4263317.79,335090.45,481.49
2504,2565.688,4263317.56,335091.37,481.87
2505,2566.7129,4263317.34,335092.3,482.24
2506,2567.7378,4263317.12,335093.23,482.62
2507,2568.7627,4263316.9,335094.15,483
2508,2569.7876,4263316.68,335095.08,483.38
2509,2570.8125,4263316.46,335096.01,483.76
2510,2571.8374,4263316.24,335096.94,484.13
2511,2572.8623,4263316.02,335097.86,484.52
2512,2573.8872,4263315.8,335098.78,484.91
2513,2574.9122,4263315.58,335099.7,485.3
2514,2575.9371,4263315.35,335100.62,485.69
2515,2576.962,4263315.13,335101.54,486.08
2516,2577.9869,4263314.91,335102.47,486.47
2517,2579.0118,4263314.69,335103.39,486.86
2518,2580.0367,4263314.47,335104.31,487.25
2519,2581.0616,4263314.25,335105.23,487.65
2520,2582.0865,4263314.03,335106.14,488.05
2521,2583.1114,4263313.81,335107.06,488.46
2522,2584.1363,4263313.59,335107.98,488.86
2523,2585.1612,4263313.37,335108.89,489.26
2524,2586.1861,4263313.15,335109.81,489.66
2525,2587.211,4263312.94,335110.73,490.06
2526,2588.2359,4263312.72,335111.64,490.48
2527,2589.2608,4263312.51,335112.55,490.89
2528,2590.2857,4263312.29,335113.46,491.31
2529,2591.3106,4263312.08,335114.37,491.73
2530,2592.3355,4263311.87,335115.28,492.15
2531,2593.3604,4263311.65,335116.19,492.57
2532,2594.3853,4263311.44,335117.1,492.99
2533,2595.4102,4263311.23,335118.01,493.41
2534,2596.4351,4263311.02,335118.92,493.84
2535,2597.46,4263310.81,335119.82,494.27
2536,2598.4849,4263310.6,335120.73,494.71
2537,2599.5098,4263310.39,335121.64,495.14
2538,2600.5347,4263310.18,335122.54,495.57
2539,2601.5597,4263309.97,335123.45,496
2540,2602.5846,4263309.76,335124.35,496.43
2541,2603.6095,4263309.55,335125.26,496.87
2542,2604.6344,4263309.35,335126.16,497.31
2543,2605.6593,4263309.14,335127.06,497.75
2544,2606.6842,4263308.93,335127.97,498.18
2545,2607.7091,4263308.73,335128.87,498.62
2546,2608.734,4263308.52,335129.77,499.06
2547,2609.7589,4263308.32,335130.68,499.5
2548,2610.7838,4263308.11,335131.58,499.94
2549,2611.8087,4263307.91,335132.48,500.38
2550,2612.8336,4263307.7,335133.38,500.83
2551,2613.8585,4263307.5,335134.28,501.27
2552,2614.8834,4263307.3,335135.18,501.72
2553,2615.9083,4263307.09,335136.08,502.16
2554,2616.9332,4263306.89,335136.98,502.61
2555,2617.9581,4263306.69,335137.88,503.05
2556,2618.983,4263306.49,335138.78,503.51
2557,2620.0079,4263306.29,335139.68,503.96
2558,2621.0328,4263306.09,335140.58,504.41
2559,2622.0577,4263305.89,335141.47,504.86
2560,2623.0826,4263305.69,335142.37,505.31
2561,2624.1075,4263305.49,335143.27,505.77
2562,2625.1324,4263305.29,335144.17,506.22
2563,2626.1573,4263305.09,335145.07,506.67
2564,2627.1822,4263304.89,335145.96,507.13
2565,2628.2071,4263304.69,335146.86,507.58
2566,2629.2321,4263304.49,335147.75,508.04
2567,2630.257,4263304.29,335148.65,508.5
2568,2631.2819,4263304.1,335149.55,508.95
2569,2632.3068,4263303.9,335150.44,509.41
2570,2633.3317,4263303.7,335151.34,509.86
2571,2634.3566,4263303.5,335152.23,510.33
2572,2635.3815,4263303.3,335153.12,510.79
2573,2636.4064,4263303.11,335154.02,511.26
2574,2637.4313,4263302.91,335154.91,511.72
2575,2638.4562,4263302.71,335155.8,512.18
2576,2639.4811,4263302.51,335156.69,512.65
2577,2640.506,4263302.32,335157.59,513.11
2578,2641.5309,4263302.12,335158.48,513.58
2579,2642.5558,4263301.92,335159.36,514.05
2580,2643.5807,4263301.72,335160.25,514.52
2581,2644.6056,4263301.53,335161.14,515
2582,2645.6305,4263301.33,335162.03,515.47
2583,2646.6554,4263301.13,335162.92,515.94
2584,2647.6803,4263300.94,335163.8,516.41
2585,2648.7052,4263300.74,335164.69,516.89
2586,2649.7301,4263300.54,335165.59,517.35
2587,2650.755,4263300.34,335166.48,517.81
2588,2651.7799,4263300.15,335167.37,518.27
2589,2652.8048,4263299.95,335168.27,518.73
2590,2653.8297,4263299.75,335169.16,519.19
2591,2654.8546,4263299.56,335170.05,519.65
2592,2655.8796,4263299.36,335170.95,520.12
2593,2656.9045,4263299.16,335171.85,520.57
2594,2657.9294,4263298.97,335172.75,521.01
2595,2658.9543,4263298.77,335173.65,521.45
2596,2659.9792,4263298.57,335174.55,521.9
2597,2661.0041,4263298.38,335175.46,522.34
2598,2662.029,4263298.18,335176.36,522.78
2599,2663.0539,4263297.98,335177.26,523.23
2600,2664.0788,4263297.79,335178.17,523.67
2601,2665.1037,4263297.59,335179.08,524.1
2602,2666.1286,4263297.39,335179.98,524.53
2603,2667.1535,4263297.19,335180.89,524.96
2604,2668.1784,4263297,335181.8,525.39
2605,2669.2033,4263296.8,335182.71,525.82
2606,2670.2282,4263296.6,335183.62,526.25
2607,2671.2531,4263296.4,335184.53,526.68
2608,2672.278,4263296.2,335185.44,527.1
2609,2673.3029,4263296,335186.35,527.52
2610,2674.3278,4263295.8,335187.26,527.95
2611,2675.3527,4263295.6,335188.18,528.37
2612,2676.3776,4263295.4,335189.09,528.8
2613,2677.4025,4263295.2,335190,529.22
2614,2678.4274,4263295,335190.91,529.65
2615,2679.4523,4263294.8,335191.82,530.07
2616,2680.4772,4263294.59,335192.73,530.49
2617,2681.5021,4263294.38,335193.64,530.91
2618,2682.5271,4263294.18,335194.55,531.34
2619,2683.552,4263293.97,335195.46,531.76
2620,2684.5769,4263293.76,335196.37,532.18
2621,2685.6018,4263293.56,335197.28,532.6
2622,2686.6267,4263293.35,335198.19,533.03
2623,2687.6516,4263293.13,335199.11,533.44
2624,2688.6765,4263292.92,335200.02,533.86
2625,2689.7014,4263292.7,335200.93,534.27
2626,2690.7263,4263292.49,335201.84,534.69
2627,2691.7512,4263292.28,335202.75,535.1
2628,2692.7761,4263292.06,335203.67,535.52
2629,2693.801,4263291.85,335204.58,535.94
2630,2694.8259,4263291.63,335205.49,536.35
2631,2695.8508,4263291.41,335206.4,536.77
2632,2696.8757,4263291.18,335207.31,537.19
2633,2697.9006,4263290.96,335208.22,537.61
2634,2698.9255,4263290.74,335209.12,538.03
2635,2699.9504,4263290.52,335210.03,538.45
2636,2700.9753,4263290.3,335210.94,538.86
2637,2702.0002,4263290.08,335211.85,539.28
2638,2703.0251,4263289.85,335212.75,539.72
2639,2704.05,4263289.63,335213.65,540.15
2640,2705.0749,4263289.4,335214.55,540.59
2641,2706.0998,4263289.18,335215.45,541.02
2642,2707.1247,4263288.95,335216.35,541.45
2643,2708.1496,4263288.72,335217.25,541.89
2644,2709.1745,4263288.5,335218.15,542.32
2645,2710.1995,4263288.27,335219.05,542.77
2646,2711.2244,4263288.04,335219.94,543.22
2647,2712.2493,4263287.81,335220.83,543.67
2648,2713.2742,4263287.58,335221.72,544.12
2649,2714.2991,4263287.34,335222.61,544.57
2650,2715.324,4263287.11,335223.5,545.02
2651,2716.3489,4263286.88,335224.4,545.47
2652,2717.3738,4263286.65,335225.29,545.92
2653,2718.3987,4263286.41,335226.17,546.38
2654,2719.4236,4263286.17,335227.06,546.83
2655,2720.4485,4263285.94,335227.94,547.29
2656,2721.4734,4263285.7,335228.83,547.75
2657,2722.4983,4263285.46,335229.72,548.21
2658,2723.5232,4263285.23,335230.6,548.66
2659,2724.5481,4263284.99,335231.49,549.12
2660,2725.573,4263284.75,335232.37,549.59
2661,2726.5979,4263284.51,335233.25,550.06
2662,2727.6228,4263284.27,335234.13,550.52
2663,2728.6477,4263284.03,335235.01,550.99
2664,2729.6726,4263283.79,335235.89,551.46
2665,2730.6975,4263283.56,335236.77,551.93
2666,2731.7224,4263283.32,335237.65,552.39
2667,2732.7473,4263283.08,335238.53,552.87
2668,2733.7722,4263282.84,335239.4,553.35
2669,2734.7971,4263282.6,335240.28,553.82
2670,2735.822,4263282.36,335241.15,554.3
2671,2736.847,4263282.12,335242.02,554.78
2672,2737.8719,4263281.88,335242.9,555.26
2673,2738.8968,4263281.65,335243.77,555.74
2674,2739.9217,4263281.41,335244.65,556.22
2675,2740.9466,4263281.17,335245.51,556.72
2676,2741.9715,4263280.93,335246.37,557.21
2677,2742.9964,4263280.7,335247.24,557.71
2678,2744.0213,4263280.46,335248.1,558.21
2679,2745.0462,4263280.22,335248.96,558.71
2680,2746.0711,4263279.99,335249.83,559.21
2681,2747.096,4263279.75,335250.69,559.71
2682,2748.1209,4263279.51,335251.55,560.21
2683,2749.1458,4263279.28,335252.41,560.72
2684,2750.1707,4263279.04,335253.27,561.23
2685,2751.1956,4263278.81,335254.12,561.74
2686,2752.2205,4263278.57,335254.98,562.25
2687,2753.2454,4263278.34,335255.84,562.76
2688,2754.2703,4263278.1,335256.7,563.27
2689,2755.2952,4263277.86,335257.55,563.78
2690,2756.3201,4263277.63,335258.41,564.3
2691,2757.345,4263277.4,335259.27,564.81
2692,2758.3699,4263277.17,335260.13,565.32
2693,2759.3948,4263276.94,335260.98,565.83
2694,2760.4197,4263276.7,335261.84,566.34
2695,2761.4446,4263276.47,335262.7,566.85
2696,2762.4695,4263276.24,335263.56,567.36
2697,2763.4944,4263276.01,335264.41,567.87
2698,2764.5194,4263275.78,335265.27,568.38
2699,2765.5443,4263275.55,335266.13,568.89
2700,2766.5692,4263275.32,335266.99,569.4
2701,2767.5941,4263275.09,335267.85,569.92
2702,2768.619,4263274.86,335268.7,570.43
2703,2769.6439,4263274.63,335269.56,570.94
2704,2770.6688,4263274.4,335270.42,571.45
2705,2771.6937,4263274.17,335271.28,571.96
2706,2772.7186,4263273.94,335272.14,572.47
2707,2773.7435,4263273.72,335273,572.97
2708,2774.7684,4263273.49,335273.86,573.48
2709,2775.7933,4263273.26,335274.72,573.99
2710,2776.8182,4263273.04,335275.58,574.5
2711,2777.8431,4263272.81,335276.44,575.01
2712,2778.868,4263272.59,335277.3,575.51
2713,2779.8929,4263272.36,335278.17,576.02
2714,2780.9178,4263272.14,335279.03,576.52
2715,2781.9427,4263271.91,335279.9,577.03
2716,2782.9676,4263271.69,335280.76,577.53
2717,2783.9925,4263271.46,335281.62,578.03
2718,2785.0174,4263271.24,335282.49,578.54
2719,2786.0423,4263271.01,335283.35,579.04
2720,2787.0672,4263270.79,335284.21,579.55
2721,2788.0921,4263270.56,335285.08,580.05
2722,2789.117,4263270.34,335285.94,580.55
2723,2790.1419,4263270.11,335286.81,581.06
2724,2791.1669,4263269.89,335287.67,581.56
2725,2792.1918,4263269.66,335288.54,582.06
2726,2793.2167,4263269.44,335289.4,582.57
2727,2794.2416,4263269.21,335290.27,583.07
2728,2795.2665,4263268.99,335291.13,583.57
2729,2796.2914,4263268.76,335292,584.07
2730,2797.3163,4263268.54,335292.86,584.57
2731,2798.3412,4263268.31,335293.73,585.07
2732,2799.3661,4263268.09,335294.59,585.57
2733,2800.391,4263267.86,335295.46,586.07
2734,2801.4159,4263267.64,335296.33,586.56
2735,2802.4408,4263267.41,335297.2,587.05
2736,2803.4657,4263267.18,335298.07,587.54
2737,2804.4906,4263266.96,335298.94,588.04
2738,2805.5155,4263266.73,335299.81,588.53
2739,2806.5404,4263266.51,335300.68,589.02
2740,2807.5653,4263266.28,335301.55,589.51
2741,2808.5902,4263266.05,335302.42,590
2742,2809.6151,4263265.83,335303.3,590.48
2743,2810.64,4263265.6,335304.18,590.96
2744,2811.6649,4263265.38,335305.05,591.44
2745,2812.6898,4263265.15,335305.93,591.92
2746,2813.7147,4263264.93,335306.81,592.4
2747,2814.7396,4263264.7,335307.68,592.88
2748,2815.7645,4263264.48,335308.56,593.36
2749,2816.7894,4263264.25,335309.44,593.84
2750,2817.8144,4263264.03,335310.32,594.31
2751,2818.8393,4263263.81,335311.2,594.78
2752,2819.8642,4263263.58,335312.09,595.25
2753,2820.8891,4263263.36,335312.97,595.72
2754,2821.914,4263263.13,335313.85,596.19
2755,2822.9389,4263262.91,335314.74,596.67
2756,2823.9638,4263262.69,335315.62,597.14
2757,2824.9887,4263262.47,335316.51,597.6
2758,2826.0136,4263262.25,335317.39,598.06
2759,2827.0385,4263262.03,335318.28,598.52
2760,2828.0634,4263261.8,335319.17,598.98
2761,2829.0883,4263261.58,335320.06,599.45
2762,2830.1132,4263261.36,335320.94,599.91
2763,2831.1381,4263261.14,335321.83,600.37
2764,2832.163,4263260.92,335322.72,600.82
2765,2833.1879,4263260.7,335323.62,601.27
2766,2834.2128,4263260.48,335324.51,601.72
2767,2835.2377,4263260.26,335325.41,602.17
2768,2836.2626,4263260.04,335326.3,602.62
2769,2837.2875,4263259.82,335327.2,603.07
2770,2838.3124,4263259.6,335328.09,603.52
2771,2839.3373,4263259.38,335328.99,603.97
2772,2840.3622,4263259.17,335329.89,604.41
2773,2841.3871,4263258.95,335330.79,604.85
2774,2842.412,4263258.74,335331.69,605.29
2775,2843.4369,4263258.52,335332.59,605.73
2776,2844.4618,4263258.3,335333.49,606.17
2777,2845.4868,4263258.09,335334.39,606.61
2778,2846.5117,4263257.87,335335.29,607.05
2779,2847.5366,4263257.66,335336.18,607.5
2780,2848.5615,4263257.45,335337.08,607.95
2781,2849.5864,4263257.24,335337.97,608.41
2782,2850.6113,4263257.03,335338.87,608.86
2783,2851.6362,4263256.82,335339.76,609.31
2784,2852.6611,4263256.6,335340.66,609.76
2785,2853.686,4263256.39,335341.55,610.21
2786,2854.7109,4263256.18,335342.45,610.67
2787,2855.7358,4263255.98,335343.34,611.12
2788,2856.7607,4263255.77,335344.23,611.58
2789,2857.7856,4263255.56,335345.13,612.04
2790,2858.8105,4263255.35,335346.02,612.5
2791,2859.8354,4263255.15,335346.91,612.96
2792,2860.8603,4263254.94,335347.8,613.42
2793,2861.8852,4263254.73,335348.7,613.88
2794,2862.9101,4263254.53,335349.59,614.33
2795,2863.935,4263254.32,335350.49,614.79
2796,2864.9599,4263254.12,335351.38,615.24
2797,2865.9848,4263253.91,335352.28,615.7
2798,2867.0097,4263253.71,335353.17,616.15
2799,2868.0346,4263253.5,335354.07,616.61
2800,2869.0595,4263253.3,335354.96,617.06
